nationalpark10_menuName = İtfaiyeci{user,name}
nationalpark11_menuName = Resepsiyonist{user,name}
nationalpark12_menuName = Kostümlü Maskot{user,name}
spaceagency1_menuName = Baş Yönetici{user,name}
spaceagency2_menuName = Uçuş Direktörü{user,name}
spaceagency3_menuName = Görev Kontrolörü{user,name}
spaceagency4_menuName = Roket Bilimci{user,name}
spaceagency5_menuName = Komutan{user,name}
spaceagency6_menuName = Pilot{user,name}
spaceagency7_menuName = Yük Komutanı{user,name}
spaceagency8_menuName = Görev Uzmanı{user,name}
spaceagency9_menuName = Uçuş Mühendisi{user,name}
spaceagency10_menuName = Güdüm Subayı{user,name}
spaceagency11_menuName = Yer Kontrolörü{user,name}
spaceagency12_menuName = CAPCOM{user,name}
sattrackingcenter1_menuName = Astrofizikçi{user,name}
sattrackingcenter2_menuName = Newton Hareketi Uzmanı{user,name}
sattrackingcenter3_menuName = Uydu Parlatıcısı{user,name}
sattrackingcenter6_menuName = UyduNavKomUzm I{user,name}
sattrackingcenter7_menuName = Yörüngebilimci{user,name}
sattrackingcenter8_menuName = Jiroskop Dengeleme Uzmanı{user,name}
sattrackingcenter8_sentenceName = Jiroskop Dengeleme Uzmanı{user,name}
sattrackingcenter9_menuName = Düşük Yerçekimi Subayı{user,name}
sattrackingcenter10_menuName = Panik Düğmesi Operatörü{user,name}
sattrackingcenter11_menuName = Kahve Uzmanı{user,name}
sattrackingcenter12_menuName = Radar Operatörü{user,name}
engineeringoffice1_menuName = Baş Mühendis{user,name}
engineeringoffice2_menuName = Ekspertiz Direktörü{user,name}
engineeringoffice2_sentenceName = Ekspertiz Direktörü{user,name}
engineeringoffice3_menuName = Teminat Memuru{user,name}
engineeringoffice4_menuName = Ruhsat Denetçisi{user,name}
engineeringoffice5_menuName = Çevre Müdürü{user,name}
engineeringoffice6_menuName = Halkla İlişkiler Memuru{user,name}
engineeringoffice7_menuName = Liman Mühendisi{user,name}
engineeringoffice8_menuName = Kadastro Mühendisi{user,name}
engineeringoffice9_menuName = İmar Komiseri{user,name}
engineeringoffice10_menuName = Yardımcı Kadastro Mühendisi{user,name}
engineeringoffice11_menuName = Kadastro Mühendisi Yardımcısı{user,name}
operahouse1_menuName = Baş Şef{user,name}
operahouse2_menuName = Orkestra Şefi{user,name}
operahouse3_menuName = Yönetmen{user,name}
operahouse4_menuName = Diva{user,name}
operahouse5_menuName = Sahne Amiri{user,name}
operahouse6_menuName = Birinci Keman{user,name}
operahouse7_menuName = Kostüm Tasarımcısı{user,name}
operahouse8_menuName = Dramaturg{user,name}
operahouse9_menuName = Koro Şefi{user,name}
operahouse10_menuName = Yardımcı Solist{user,name}
operahouse11_menuName = Dekor Ustası{user,name}
operahouse12_menuName = Yer Gösterici{user,name}
intelHQ1_menuName = İstihbarat Direktörü{user,name}
intelHQ2_menuName = Operasyon Subayı{user,name}
intelHQ3_menuName = Gizli Ajan{user,name}
intelHQ4_menuName = Saha Ajanı{user,name}
intelHQ5_menuName = Psikolojik Harekât Subayı{user,name}
intelHQ6_menuName = Temizlik Uzmanı{user,name}
intelHQ7_menuName = İstihbarat Analisti{user,name}
intelHQ8_menuName = Şifre Uzmanı{user,name}
intelHQ9_menuName = Sorgucu{user,name}
intelHQ10_menuName = Alet Tasarımcısı{user,name}
intelHQ11_menuName = Tercüman{user,name}
intelHQ12_menuName = Tahliye Uzmanı{user,name}
mint1_menuName = Baş Oymacı{user,name}
mint2_menuName = Oymacı{user,name}
mint3_menuName = Heykeltıraş{user,name}
mint4_menuName = Kalpazanlık Ajanı{user,name}
mint5_menuName = Sikkeciler{user,name}
mint6_menuName = Eritici{user,name}
mint7_menuName = Kalıp Presçisi{user,name}
mint8_menuName = Banknot Kesici{user,name}
mint9_menuName = Mürekkep Karıştırıcı{user,name}
mint10_menuName = Sikke Denetçisi{user,name}
mint11_menuName = Sikke Sayıcı{user,name}
mint12_menuName = Kara Para Aklayıcı{user,name}
statemedia1_menuName = Propaganda Çarı{user,name}
statemedia2_menuName = Genel Yayın Yönetmeni{user,name}
statemedia3_menuName = Baş Sansürcü{user,name}
statemedia4_menuName = Ana Haber Spikeri{user,name}
statemedia5_menuName = Siyaset Muhabiri{user,name}
statemedia6_menuName = Ekonomi Editörü{user,name}
statemedia7_menuName = Bilim Muhabiri{user,name}
statemedia8_menuName = Savaş Muhabiri{user,name}
statemedia9_menuName = DJ{user,name}
statemedia10_menuName = Siyasi Karikatürist{user,name}
statemedia11_menuName = Moda Muhabiri{user,name}
statemedia12_menuName = Yerel Haber Muhabiri{user,name}
casino1_menuName = Salon Şefi
casino2_menuName = Güvenlik
casino3_menuName = Kasiyer
elementZPlatform1_menuName = Boru Tesisatçısı
elementZPlatform2_menuName = Z Mühendisi
elementZPlatform3_menuName = Ustabaşı
DroneCommandCenter1_menuName = İHA Operatörü 1
DroneCommandCenter2_menuName = İHA Operatörü 2
DroneCommandCenter3_menuName = İHA Operatörü 3
DroneCommandCenter4_menuName = İHA Operatörü 4
DroneCommandCenter5_menuName = İHA Operatörü 5
decoration1_menuName = Mühendis
decoration2_menuName = Teknisyen
decoration3_menuName = Müdür
decoration4_menuName = Asistan
decoration5_menuName = Tamirci
decoration6_menuName = Uzman
decoration7_menuName = Direktör
crewexpansion1_menuName = Kadastro Mühendisi
crewexpansion3_menuName = Korucu
crewexpansion5_menuName = Mimar
crewexpansion6_menuName = İnşaatçı
crewexpansion7_menuName = Topograf
crewexpansion8_menuName = Yardımcı Kadastro Mühendisi
crewexpansion9_menuName = Haritacı
crewexpansion10_menuName = Halkla İlişkiler Uzmanı
crewexpansion11_menuName = Danışman
crewexpansion12_menuName = Kâtip
ProceedToSend = Davet Gönder
crew = Pozisyonu Doldur
crewCrew = ekip
CrewMissingFriend = Listede bir arkadaşınızı göremiyorsanız, bugün ona zaten istek gönderdiğiniz içindir.
CrewTitle = {building,object,singular} binanıza kadro kurun!
CrewTitleInterstitial = {building,object,singular} binanızın kadrosunu tamamlayın, az kaldı!
BuildingIconSubtitle = Sağdan arkadaşlarınızı seçerek {building,object,singular} binanıza kadro kurun!
BuildingIconSubtitleInterstitial = İmparatorluğunuzun büyümesini sağlayacak önemli devlet görevlerinde çalışacak arkadaşlara ihtiyacınız var. Büyüklük önemlidir.
CrewRequiredNumber = {num} kadro daha gerekiyor
AddNeighbor = Komşu Ekle
CrewAccepted = {hostUser} adlı oyuncunun {building,object,singular} binasında {position} oldunuz!
CrewAcceptedNeighborApplication = {hostUser}, {building,object,singular} binanızda {position} oldu!
CrewConfirmation = {staffer}, {building,object,singular} binanızda {position} oldu!
CrewApplyConfirmation = {staffer} adlı oyuncunun {building,object,singular} binasında {position} oldunuz!
CrewFull = {hostUser} adlı oyuncunun {building,object,singular} binasındaki son pozisyon çoktan doldu, ama yardımınız için teşekkürler!
CrewFullHost = {building,object,singular} binanızdaki son pozisyon çoktan doldu!
CrewDupe = Üzgünüz, {hostUser} adlı oyuncunun {building,object,singular} binasının kadrosunda zaten üyesiniz{user,name}!
CrewBuildingGone = Üzgünüz, o bina iptal edildi!
CrewNotImmune = Üzgünüz, tarafsızlık etkin değil!
request_text = Lütfen {building,object,singular} binamın kadrosuna katıl!
crew_autopopulate = Komutan Steele, {building,object,singular} binanızın kadrosuna katıldı!
For = için
AcceptStaffingReminder = Lütfen her isteği hemen karşılamayı unutmayın.
CrewNotNeighbor = Yalnızca müttefiklerinizin kadrosuna katılabilirsiniz!
AmityLighthouse1_menuName = Deniz Feneri Bekçisi
AmityLighthouse2_menuName = Sahil Güvenlik Eri
AmityLighthouse3_menuName = Gece Nöbetçisi
dive1_menuName = Takım Lideri
dive2_menuName = Usta Dalgıç
dive3_menuName = Sualtı Kameramanı
dive4_menuName = Dalgıç
CapsuleHousing1_menuName = Resepsiyonist
CapsuleHousing2_menuName = Temizlikçi
CapsuleHousing3_menuName = Güvenlik Görevlisi
CapsuleHousing4_menuName = Tamirci
ElementZGenerator1_menuName = Element Z Uzmanı
ElementZGenerator2_menuName = Büyük Düğmeye Basan
ElementZGenerator3_menuName = Kafası Karışık Stajyer
ElementZGenerator4_menuName = Denek
